OrderID,Date,CustomerID,Product,Quantity,UnitPrice,GrossAmount,CouponCode,DiscountPercent,DiscountAmount,NetAmount,TotalPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,ReferralSource,OrderYear,OrderMonth,OrderMonthName,OrderDay,DayOfWeek,IsWeekend
ORD200895,2023-11-09,C81882,Chair,3,154.64,463.92,WINTER15,0.15,69.59,394.33,463.92,832 Main St,Debit Card,Pending,TRK62371264,6,Facebook,2023,11,November,9,Thursday,0
ORD200896,2024-10-18,C85466,Desk,3,147.29,441.87,FREESHIP,0.0,0.0,441.87,441.87,102 Main St,Gift Card,Shipped,TRK66764177,3,Google,2024,10,October,18,Friday,0
ORD200897,2024-09-03,C87995,Laptop,4,481.48,1925.92,SAVE10,0.1,192.59,1733.33,1925.92,358 Main St,Gift Card,Delivered,TRK38730545,5,Instagram,2024,9,September,3,Tuesday,0
ORD200898,2025-03-05,C44619,Monitor,3,158.37,475.11,NO_COUPON,0.0,0.0,475.11,475.11,742 Main St,Cash,Shipped,TRK66662528,6,Referral,2025,3,March,5,Wednesday,0
ORD200899,2025-04-23,C99904,Printer,2,323.37,646.74,SAVE10,0.1,64.67,582.07,646.74,552 Main St,Online,Pending,TRK83843411,3,Instagram,2025,4,April,23,Wednesday,0
ORD200900,2025-02-07,C52342,Laptop,5,73.83,369.15,NO_COUPON,0.0,0.0,369.15,369.15,991 Main St,Debit Card,Pending,TRK67342586,9,Instagram,2025,2,February,7,Friday,0
ORD200901,2024-04-28,C44277,Tablet,1,458.63,458.63,WINTER15,0.15,68.79,389.84,458.63,839 Main St,Debit Card,Returned,TRK79321479,4,Referral,2024,4,April,28,Sunday,1
ORD200902,2024-07-13,C61162,Monitor,4,180.25,721.0,NO_COUPON,0.0,0.0,721.0,721.0,813 Main St,Debit Card,Cancelled,TRK76712124,7,Facebook,2024,7,July,13,Saturday,1
ORD200903,2023-05-17,C80868,Monitor,3,473.49,1420.47,NO_COUPON,0.0,0.0,1420.47,1420.47,205 Main St,Credit Card,Pending,TRK56186636,7,Email,2023,5,May,17,Wednesday,0
ORD200904,2025-02-05,C16693,Monitor,4,237.43,949.72,WINTER15,0.15,142.46,807.26,949.72,262 Main St,Cash,Cancelled,TRK41146508,8,Referral,2025,2,February,5,Wednesday,0
ORD200905,2023-11-23,C67818,Laptop,1,442.39,442.39,FREESHIP,0.0,0.0,442.39,442.39,101 Main St,Gift Card,Pending,TRK81978113,6,Facebook,2023,11,November,23,Thursday,0
ORD200906,2024-09-03,C49938,Monitor,1,62.12,62.12,NO_COUPON,0.0,0.0,62.12,62.12,141 Main St,Cash,Returned,TRK80175572,2,Email,2024,9,September,3,Tuesday,0
ORD200907,2024-08-04,C90898,Desk,5,298.39,1491.95,WINTER15,0.15,223.79,1268.16,1491.95,583 Main St,Gift Card,Cancelled,TRK52935170,7,Referral,2024,8,August,4,Sunday,1
ORD200908,2025-05-06,C35117,Desk,2,697.93,1395.86,SAVE10,0.1,139.59,1256.27,1395.86,332 Main St,Credit Card,Cancelled,TRK27155709,2,Google,2025,5,May,6,Tuesday,0
ORD200909,2024-05-27,C60203,Tablet,2,291.85,583.7,FREESHIP,0.0,0.0,583.7,583.7,569 Main St,Cash,Shipped,TRK76525279,5,Instagram,2024,5,May,27,Monday,0
ORD200910,2024-05-31,C36174,Printer,3,308.98,926.94,SAVE10,0.1,92.69,834.25,926.94,348 Main St,Cash,Delivered,TRK26397548,3,Instagram,2024,5,May,31,Friday,0
ORD200911,2024-08-13,C80872,Desk,5,396.86,1984.3,SAVE10,0.1,198.43,1785.87,1984.3,593 Main St,Cash,Cancelled,TRK43967487,9,Instagram,2024,8,August,13,Tuesday,0
ORD200912,2024-01-22,C67604,Desk,2,139.69,279.38,FREESHIP,0.0,0.0,279.38,279.38,318 Main St,Online,Returned,TRK85545920,7,Email,2024,1,January,22,Monday,0
ORD200913,2023-02-16,C45599,Printer,5,475.95,2379.75,WINTER15,0.15,356.96,2022.79,2379.75,505 Main St,Credit Card,Returned,TRK62277685,8,Facebook,2023,2,February,16,Thursday,0
ORD200914,2025-02-10,C70352,Desk,1,626.6,626.6,WINTER15,0.15,93.99,532.61,626.6,955 Main St,Gift Card,Returned,TRK51589589,4,Facebook,2025,2,February,10,Monday,0
ORD200915,2024-02-16,C20643,Laptop,4,502.99,2011.96,WINTER15,0.15,301.79,1710.17,2011.96,939 Main St,Debit Card,Shipped,TRK30736692,4,Referral,2024,2,February,16,Friday,0
ORD200916,2024-06-21,C35669,Printer,5,578.83,2894.15,NO_COUPON,0.0,0.0,2894.15,2894.15,165 Main St,Cash,Returned,TRK13928455,6,Referral,2024,6,June,21,Friday,0
ORD200917,2025-01-20,C65524,Laptop,5,383.82,1919.1,FREESHIP,0.0,0.0,1919.1,1919.1,836 Main St,Credit Card,Returned,TRK19315310,7,Google,2025,1,January,20,Monday,0
ORD200918,2025-06-24,C74359,Laptop,5,368.25,1841.25,NO_COUPON,0.0,0.0,1841.25,1841.25,706 Main St,Online,Delivered,TRK18250450,5,Instagram,2025,6,June,24,Tuesday,0
ORD200919,2025-02-07,C92086,Printer,2,374.6,749.2,FREESHIP,0.0,0.0,749.2,749.2,187 Main St,Online,Shipped,TRK23357668,3,Referral,2025,2,February,7,Friday,0
ORD200920,2025-03-12,C26137,Tablet,2,428.09,856.18,NO_COUPON,0.0,0.0,856.18,856.18,978 Main St,Credit Card,Returned,TRK98110407,6,Instagram,2025,3,March,12,Wednesday,0
ORD200921,2023-07-24,C90573,Tablet,1,438.93,438.93,SAVE10,0.1,43.89,395.04,438.93,144 Main St,Gift Card,Cancelled,TRK90075720,3,Referral,2023,7,July,24,Monday,0
ORD200922,2024-06-17,C81857,Desk,2,563.82,1127.64,NO_COUPON,0.0,0.0,1127.64,1127.64,487 Main St,Credit Card,Pending,TRK79737732,3,Instagram,2024,6,June,17,Monday,0
ORD200923,2023-02-11,C91582,Printer,3,649.93,1949.79,WINTER15,0.15,292.47,1657.32,1949.79,836 Main St,Credit Card,Pending,TRK99938245,7,Facebook,2023,2,February,11,Saturday,1
ORD200924,2025-03-22,C81319,Printer,5,268.43,1342.15,SAVE10,0.1,134.22,1207.93,1342.15,991 Main St,Cash,Returned,TRK55330558,5,Email,2025,3,March,22,Saturday,1
ORD200925,2024-12-20,C78500,Monitor,5,502.47,2512.35,WINTER15,0.15,376.85,2135.5,2512.35,304 Main St,Online,Shipped,TRK97460884,10,Email,2024,12,December,20,Friday,0
ORD200926,2024-03-20,C67533,Desk,1,26.95,26.95,WINTER15,0.15,4.04,22.91,26.95,672 Main St,Cash,Delivered,TRK14566395,1,Email,2024,3,March,20,Wednesday,0
ORD200927,2023-02-14,C35566,Laptop,4,64.69,258.76,WINTER15,0.15,38.81,219.95,258.76,638 Main St,Debit Card,Shipped,TRK10003020,7,Google,2023,2,February,14,Tuesday,0
ORD200928,2024-05-09,C77166,Laptop,3,247.11,741.33,WINTER15,0.15,111.2,630.13,741.33,821 Main St,Debit Card,Returned,TRK18896595,3,Referral,2024,5,May,9,Thursday,0
ORD200929,2024-10-16,C67936,Tablet,2,536.25,1072.5,NO_COUPON,0.0,0.0,1072.5,1072.5,553 Main St,Debit Card,Pending,TRK71803414,3,Email,2024,10,October,16,Wednesday,0
ORD200930,2024-12-16,C59554,Phone,2,456.04,912.08,FREESHIP,0.0,0.0,912.08,912.08,382 Main St,Debit Card,Returned,TRK28182447,4,Email,2024,12,December,16,Monday,0
ORD200931,2024-01-01,C14005,Printer,2,40.23,80.46,SAVE10,0.1,8.05,72.41,80.46,623 Main St,Credit Card,Cancelled,TRK87567926,4,Google,2024,1,January,1,Monday,0
ORD200932,2023-03-26,C26118,Laptop,2,72.39,144.78,WINTER15,0.15,21.72,123.06,144.78,168 Main St,Online,Delivered,TRK15334251,7,Instagram,2023,3,March,26,Sunday,1
ORD200933,2023-01-26,C59685,Monitor,2,394.16,788.32,NO_COUPON,0.0,0.0,788.32,788.32,255 Main St,Online,Shipped,TRK43718093,2,Referral,2023,1,January,26,Thursday,0
ORD200934,2025-06-01,C40304,Laptop,4,119.84,479.36,FREESHIP,0.0,0.0,479.36,479.36,692 Main St,Gift Card,Shipped,TRK85790948,8,Referral,2025,6,June,1,Sunday,1
ORD200935,2023-11-24,C39593,Phone,3,692.71,2078.13,FREESHIP,0.0,0.0,2078.13,2078.13,398 Main St,Credit Card,Delivered,TRK62405253,3,Instagram,2023,11,November,24,Friday,0
ORD200936,2024-01-12,C50612,Chair,4,56.66,226.64,SAVE10,0.1,22.66,203.98,226.64,737 Main St,Online,Delivered,TRK44140968,4,Instagram,2024,1,January,12,Friday,0
ORD200937,2024-01-16,C39791,Chair,2,298.53,597.06,WINTER15,0.15,89.56,507.5,597.06,536 Main St,Debit Card,Cancelled,TRK46221436,5,Email,2024,1,January,16,Tuesday,0
ORD200938,2023-07-12,C39017,Chair,3,331.46,994.38,WINTER15,0.15,149.16,845.22,994.38,696 Main St,Credit Card,Cancelled,TRK91155214,6,Referral,2023,7,July,12,Wednesday,0
ORD200939,2025-04-16,C48510,Laptop,2,521.4,1042.8,SAVE10,0.1,104.28,938.52,1042.8,212 Main St,Cash,Delivered,TRK53152886,7,Instagram,2025,4,April,16,Wednesday,0
ORD200940,2023-03-27,C74003,Printer,4,305.32,1221.28,SAVE10,0.1,122.13,1099.15,1221.28,679 Main St,Online,Cancelled,TRK91525779,4,Google,2023,3,March,27,Monday,0
ORD200941,2023-07-17,C91155,Printer,5,111.7,558.5,FREESHIP,0.0,0.0,558.5,558.5,599 Main St,Credit Card,Cancelled,TRK82162952,9,Email,2023,7,July,17,Monday,0
ORD200942,2023-09-29,C17591,Tablet,1,479.76,479.76,NO_COUPON,0.0,0.0,479.76,479.76,882 Main St,Credit Card,Pending,TRK56070470,1,Email,2023,9,September,29,Friday,0
ORD200943,2023-12-27,C43330,Monitor,3,193.49,580.47,FREESHIP,0.0,0.0,580.47,580.47,355 Main St,Gift Card,Returned,TRK71594838,6,Facebook,2023,12,December,27,Wednesday,0
ORD200944,2024-12-16,C32687,Laptop,2,426.22,852.44,WINTER15,0.15,127.87,724.57,852.44,448 Main St,Online,Delivered,TRK98284560,7,Google,2024,12,December,16,Monday,0
ORD200945,2023-08-20,C79722,Tablet,5,276.44,1382.2,FREESHIP,0.0,0.0,1382.2,1382.2,619 Main St,Gift Card,Shipped,TRK29976438,10,Referral,2023,8,August,20,Sunday,1
ORD200946,2024-05-04,C65021,Phone,2,404.96,809.92,SAVE10,0.1,80.99,728.93,809.92,546 Main St,Cash,Shipped,TRK20626179,4,Email,2024,5,May,4,Saturday,1
ORD200947,2023-09-07,C85520,Phone,4,465.66,1862.64,FREESHIP,0.0,0.0,1862.64,1862.64,119 Main St,Online,Returned,TRK65994177,9,Email,2023,9,September,7,Thursday,0
ORD200948,2024-06-21,C94569,Phone,2,594.07,1188.14,NO_COUPON,0.0,0.0,1188.14,1188.14,739 Main St,Gift Card,Cancelled,TRK79269291,2,Google,2024,6,June,21,Friday,0
ORD200949,2023-11-09,C55778,Desk,5,110.38,551.9,NO_COUPON,0.0,0.0,551.9,551.9,319 Main St,Cash,Pending,TRK93797108,10,Referral,2023,11,November,9,Thursday,0
ORD200950,2024-05-31,C19722,Laptop,1,596.24,596.24,FREESHIP,0.0,0.0,596.24,596.24,891 Main St,Credit Card,Returned,TRK78094361,4,Instagram,2024,5,May,31,Friday,0
ORD200951,2024-07-22,C74928,Printer,2,306.24,612.48,FREESHIP,0.0,0.0,612.48,612.48,589 Main St,Online,Returned,TRK39845914,4,Email,2024,7,July,22,Monday,0
ORD200952,2025-02-27,C49111,Monitor,3,503.39,1510.17,NO_COUPON,0.0,0.0,1510.17,1510.17,225 Main St,Online,Pending,TRK45303393,5,Facebook,2025,2,February,27,Thursday,0
ORD200953,2023-02-06,C43721,Phone,1,131.61,131.61,FREESHIP,0.0,0.0,131.61,131.61,971 Main St,Cash,Shipped,TRK89392104,2,Facebook,2023,2,February,6,Monday,0
ORD200954,2024-10-22,C68609,Chair,3,443.44,1330.32,FREESHIP,0.0,0.0,1330.32,1330.32,240 Main St,Gift Card,Shipped,TRK58273778,3,Google,2024,10,October,22,Tuesday,0
ORD200955,2023-01-23,C82068,Chair,1,408.13,408.13,WINTER15,0.15,61.22,346.91,408.13,164 Main St,Gift Card,Shipped,TRK25779180,3,Instagram,2023,1,January,23,Monday,0
ORD200956,2024-04-11,C21191,Phone,2,160.98,321.96,SAVE10,0.1,32.2,289.76,321.96,381 Main St,Debit Card,Delivered,TRK86246309,3,Referral,2024,4,April,11,Thursday,0
ORD200957,2023-01-12,C73575,Monitor,5,643.89,3219.45,WINTER15,0.15,482.92,2736.53,3219.45,851 Main St,Cash,Returned,TRK23387612,8,Facebook,2023,1,January,12,Thursday,0
ORD200958,2023-05-13,C82685,Desk,3,158.66,475.98,WINTER15,0.15,71.4,404.58,475.98,537 Main St,Gift Card,Delivered,TRK70184320,7,Email,2023,5,May,13,Saturday,1
ORD200959,2024-04-13,C73996,Tablet,2,143.82,287.64,SAVE10,0.1,28.76,258.88,287.64,856 Main St,Credit Card,Returned,TRK74579570,6,Instagram,2024,4,April,13,Saturday,1
ORD200960,2023-12-11,C87687,Laptop,3,379.07,1137.21,WINTER15,0.15,170.58,966.63,1137.21,312 Main St,Gift Card,Pending,TRK60383805,3,Google,2023,12,December,11,Monday,0
ORD200961,2024-11-11,C55464,Phone,1,601.36,601.36,NO_COUPON,0.0,0.0,601.36,601.36,532 Main St,Online,Shipped,TRK81178598,1,Facebook,2024,11,November,11,Monday,0
ORD200962,2024-09-06,C12459,Phone,2,142.08,284.16,SAVE10,0.1,28.42,255.74,284.16,838 Main St,Gift Card,Delivered,TRK30674085,4,Referral,2024,9,September,6,Friday,0
ORD200963,2024-03-11,C88075,Chair,5,530.34,2651.7,FREESHIP,0.0,0.0,2651.7,2651.7,970 Main St,Online,Shipped,TRK42832976,9,Google,2024,3,March,11,Monday,0
ORD200964,2023-08-20,C18583,Phone,5,364.42,1822.1,SAVE10,0.1,182.21,1639.89,1822.1,778 Main St,Credit Card,Cancelled,TRK43084595,10,Referral,2023,8,August,20,Sunday,1
ORD200965,2025-06-18,C70412,Laptop,4,578.28,2313.12,FREESHIP,0.0,0.0,2313.12,2313.12,791 Main St,Gift Card,Cancelled,TRK22192783,5,Email,2025,6,June,18,Wednesday,0
ORD200966,2025-05-20,C58503,Monitor,5,280.52,1402.6,WINTER15,0.15,210.39,1192.21,1402.6,290 Main St,Credit Card,Cancelled,TRK12981657,7,Facebook,2025,5,May,20,Tuesday,0
ORD200967,2025-05-06,C52879,Tablet,5,638.92,3194.6,FREESHIP,0.0,0.0,3194.6,3194.6,502 Main St,Credit Card,Returned,TRK67403284,5,Google,2025,5,May,6,Tuesday,0
ORD200968,2024-02-08,C67870,Monitor,4,412.2,1648.8,WINTER15,0.15,247.32,1401.48,1648.8,664 Main St,Credit Card,Shipped,TRK72602178,6,Referral,2024,2,February,8,Thursday,0
ORD200969,2025-06-05,C19439,Desk,1,440.34,440.34,WINTER15,0.15,66.05,374.29,440.34,675 Main St,Gift Card,Shipped,TRK25383993,2,Facebook,2025,6,June,5,Thursday,0
ORD200970,2024-09-07,C72664,Desk,1,627.15,627.15,SAVE10,0.1,62.72,564.43,627.15,241 Main St,Cash,Delivered,TRK86694331,5,Instagram,2024,9,September,7,Saturday,1
ORD200971,2024-05-27,C32650,Monitor,2,605.26,1210.52,WINTER15,0.15,181.58,1028.94,1210.52,934 Main St,Cash,Cancelled,TRK66648743,4,Referral,2024,5,May,27,Monday,0
ORD200972,2024-06-09,C66438,Laptop,1,90.27,90.27,SAVE10,0.1,9.03,81.24,90.27,816 Main St,Cash,Delivered,TRK32035271,5,Facebook,2024,6,June,9,Sunday,1
ORD200973,2025-06-09,C70010,Desk,5,230.77,1153.85,WINTER15,0.15,173.08,980.77,1153.85,141 Main St,Online,Pending,TRK50594008,10,Referral,2025,6,June,9,Monday,0
ORD200974,2023-09-27,C30722,Desk,5,266.78,1333.9,NO_COUPON,0.0,0.0,1333.9,1333.9,274 Main St,Gift Card,Cancelled,TRK52088168,5,Email,2023,9,September,27,Wednesday,0
ORD200975,2023-05-18,C70529,Desk,1,105.92,105.92,SAVE10,0.1,10.59,95.33,105.92,974 Main St,Gift Card,Returned,TRK82165408,6,Email,2023,5,May,18,Thursday,0
ORD200976,2024-04-04,C18984,Tablet,3,589.3,1767.9,WINTER15,0.15,265.18,1502.72,1767.9,650 Main St,Credit Card,Returned,TRK49298239,6,Referral,2024,4,April,4,Thursday,0
ORD200977,2023-01-28,C85841,Chair,4,649.47,2597.88,SAVE10,0.1,259.79,2338.09,2597.88,608 Main St,Cash,Pending,TRK99820544,8,Google,2023,1,January,28,Saturday,1
ORD200978,2024-06-25,C41508,Printer,4,107.49,429.96,NO_COUPON,0.0,0.0,429.96,429.96,993 Main St,Cash,Delivered,TRK61047536,5,Google,2024,6,June,25,Tuesday,0
ORD200979,2023-05-31,C75018,Monitor,3,669.06,2007.18,SAVE10,0.1,200.72,1806.46,2007.18,299 Main St,Cash,Delivered,TRK51794806,7,Facebook,2023,5,May,31,Wednesday,0
ORD200980,2023-10-14,C84320,Chair,3,69.65,208.95,WINTER15,0.15,31.34,177.61,208.95,107 Main St,Cash,Delivered,TRK81093218,7,Instagram,2023,10,October,14,Saturday,1
ORD200981,2023-11-26,C12609,Phone,4,136.83,547.32,SAVE10,0.1,54.73,492.59,547.32,490 Main St,Debit Card,Pending,TRK56379337,8,Email,2023,11,November,26,Sunday,1
ORD200982,2024-09-06,C64935,Monitor,1,304.11,304.11,SAVE10,0.1,30.41,273.7,304.11,707 Main St,Gift Card,Shipped,TRK42969065,2,Referral,2024,9,September,6,Friday,0
ORD200983,2024-11-24,C67528,Monitor,4,296.28,1185.12,SAVE10,0.1,118.51,1066.61,1185.12,110 Main St,Gift Card,Shipped,TRK60865210,5,Email,2024,11,November,24,Sunday,1
ORD200984,2025-02-28,C44176,Desk,1,77.64,77.64,FREESHIP,0.0,0.0,77.64,77.64,706 Main St,Credit Card,Shipped,TRK68704764,1,Facebook,2025,2,February,28,Friday,0
ORD200985,2024-07-20,C92788,Desk,1,243.71,243.71,SAVE10,0.1,24.37,219.34,243.71,948 Main St,Gift Card,Delivered,TRK83835361,6,Google,2024,7,July,20,Saturday,1
ORD200986,2024-09-07,C69213,Laptop,4,644.96,2579.84,FREESHIP,0.0,0.0,2579.84,2579.84,533 Main St,Credit Card,Pending,TRK67837331,7,Email,2024,9,September,7,Saturday,1
ORD200987,2025-06-05,C67387,Phone,5,283.73,1418.65,FREESHIP,0.0,0.0,1418.65,1418.65,436 Main St,Gift Card,Pending,TRK54120003,8,Instagram,2025,6,June,5,Thursday,0
ORD200988,2025-02-04,C90318,Desk,2,629.56,1259.12,WINTER15,0.15,188.87,1070.25,1259.12,818 Main St,Gift Card,Cancelled,TRK52765043,5,Instagram,2025,2,February,4,Tuesday,0
ORD200989,2023-03-23,C49995,Laptop,4,246.11,984.44,SAVE10,0.1,98.44,886.0,984.44,559 Main St,Credit Card,Pending,TRK33212013,4,Instagram,2023,3,March,23,Thursday,0
ORD200990,2023-11-19,C52313,Phone,2,418.26,836.52,SAVE10,0.1,83.65,752.87,836.52,913 Main St,Debit Card,Pending,TRK67368559,2,Google,2023,11,November,19,Sunday,1
ORD200991,2024-05-09,C10211,Desk,5,127.18,635.9,FREESHIP,0.0,0.0,635.9,635.9,598 Main St,Debit Card,Cancelled,TRK68938335,10,Google,2024,5,May,9,Thursday,0
ORD200992,2024-08-27,C97907,Printer,3,586.21,1758.63,WINTER15,0.15,263.79,1494.84,1758.63,933 Main St,Gift Card,Pending,TRK89637569,4,Referral,2024,8,August,27,Tuesday,0
ORD200993,2024-04-06,C61384,Monitor,3,267.45,802.35,WINTER15,0.15,120.35,682.0,802.35,576 Main St,Gift Card,Delivered,TRK33323210,5,Instagram,2024,4,April,6,Saturday,1
ORD200994,2024-06-27,C27613,Tablet,4,615.65,2462.6,WINTER15,0.15,369.39,2093.21,2462.6,971 Main St,Debit Card,Delivered,TRK63701318,9,Google,2024,6,June,27,Thursday,0
ORD200995,2023-11-18,C99271,Monitor,2,113.29,226.58,SAVE10,0.1,22.66,203.92,226.58,959 Main St,Cash,Pending,TRK87832736,5,Facebook,2023,11,November,18,Saturday,1
ORD200996,2024-04-28,C28648,Monitor,4,473.86,1895.44,SAVE10,0.1,189.54,1705.9,1895.44,101 Main St,Debit Card,Delivered,TRK92240846,7,Facebook,2024,4,April,28,Sunday,1
ORD200997,2023-11-27,C26210,Laptop,3,444.75,1334.25,SAVE10,0.1,133.43,1200.82,1334.25,805 Main St,Cash,Delivered,TRK40616861,6,Facebook,2023,11,November,27,Monday,0
ORD200998,2023-05-19,C90350,Phone,2,183.67,367.34,SAVE10,0.1,36.73,330.61,367.34,783 Main St,Debit Card,Cancelled,TRK22824230,6,Google,2023,5,May,19,Friday,0
ORD200999,2023-12-24,C61957,Printer,1,483.38,483.38,FREESHIP,0.0,0.0,483.38,483.38,652 Main St,Cash,Pending,TRK43983841,6,Google,2023,12,December,24,Sunday,1
ORD201000,2023-06-21,C90132,Printer,5,260.93,1304.65,SAVE10,0.1,130.46,1174.19,1304.65,582 Main St,Online,Delivered,TRK52664903,9,Email,2023,6,June,21,Wednesday,0
ORD201001,2023-12-08,C31371,Printer,2,253.68,507.36,NO_COUPON,0.0,0.0,507.36,507.36,122 Main St,Gift Card,Shipped,TRK19554327,6,Referral,2023,12,December,8,Friday,0
ORD201002,2025-06-19,C83911,Tablet,4,699.88,2799.52,WINTER15,0.15,419.93,2379.59,2799.52,944 Main St,Cash,Pending,TRK33188106,5,Referral,2025,6,June,19,Thursday,0
ORD201003,2023-01-11,C84700,Printer,5,319.97,1599.85,SAVE10,0.1,159.99,1439.86,1599.85,582 Main St,Cash,Shipped,TRK14706969,7,Google,2023,1,January,11,Wednesday,0
ORD201004,2025-06-09,C87529,Chair,4,246.91,987.64,SAVE10,0.1,98.76,888.88,987.64,296 Main St,Online,Pending,TRK15739505,8,Referral,2025,6,June,9,Monday,0
ORD201005,2023-03-02,C38065,Printer,3,392.85,1178.55,NO_COUPON,0.0,0.0,1178.55,1178.55,426 Main St,Credit Card,Returned,TRK11448295,6,Google,2023,3,March,2,Thursday,0
ORD201006,2024-05-27,C27435,Tablet,5,420.98,2104.9,SAVE10,0.1,210.49,1894.41,2104.9,860 Main St,Cash,Delivered,TRK91458233,7,Facebook,2024,5,May,27,Monday,0
ORD201007,2024-03-20,C46651,Monitor,2,73.26,146.52,WINTER15,0.15,21.98,124.54,146.52,839 Main St,Cash,Pending,TRK60444502,4,Facebook,2024,3,March,20,Wednesday,0
ORD201008,2023-01-13,C62557,Monitor,3,410.88,1232.64,FREESHIP,0.0,0.0,1232.64,1232.64,257 Main St,Cash,Delivered,TRK12742366,8,Instagram,2023,1,January,13,Friday,0
ORD201009,2023-09-02,C54494,Tablet,2,176.46,352.92,FREESHIP,0.0,0.0,352.92,352.92,696 Main St,Credit Card,Delivered,TRK95958645,2,Email,2023,9,September,2,Saturday,1
ORD201010,2023-03-31,C33729,Monitor,3,659.57,1978.71,SAVE10,0.1,197.87,1780.84,1978.71,533 Main St,Credit Card,Cancelled,TRK35649833,6,Email,2023,3,March,31,Friday,0
ORD201011,2024-12-03,C47823,Phone,2,478.36,956.72,NO_COUPON,0.0,0.0,956.72,956.72,654 Main St,Online,Shipped,TRK22271097,3,Google,2024,12,December,3,Tuesday,0
ORD201012,2024-12-03,C84570,Printer,4,30.05,120.2,NO_COUPON,0.0,0.0,120.2,120.2,301 Main St,Online,Returned,TRK12551882,6,Facebook,2024,12,December,3,Tuesday,0
ORD201013,2025-04-26,C91123,Laptop,4,300.56,1202.24,FREESHIP,0.0,0.0,1202.24,1202.24,842 Main St,Cash,Cancelled,TRK49568409,9,Facebook,2025,4,April,26,Saturday,1
ORD201014,2024-02-04,C92548,Tablet,5,226.45,1132.25,FREESHIP,0.0,0.0,1132.25,1132.25,160 Main St,Debit Card,Returned,TRK21682892,6,Email,2024,2,February,4,Sunday,1
ORD201015,2024-01-26,C97454,Printer,2,349.4,698.8,SAVE10,0.1,69.88,628.92,698.8,892 Main St,Online,Shipped,TRK73249329,2,Instagram,2024,1,January,26,Friday,0
ORD201016,2023-12-29,C20257,Tablet,5,268.78,1343.9,WINTER15,0.15,201.58,1142.32,1343.9,669 Main St,Debit Card,Delivered,TRK62135578,7,Email,2023,12,December,29,Friday,0
ORD201017,2024-08-25,C51694,Chair,2,680.85,1361.7,FREESHIP,0.0,0.0,1361.7,1361.7,953 Main St,Gift Card,Delivered,TRK83122112,6,Referral,2024,8,August,25,Sunday,1
ORD201018,2023-07-08,C77499,Laptop,3,182.48,547.44,NO_COUPON,0.0,0.0,547.44,547.44,209 Main St,Cash,Delivered,TRK20703086,3,Instagram,2023,7,July,8,Saturday,1
ORD201019,2024-04-06,C28386,Desk,1,277.09,277.09,SAVE10,0.1,27.71,249.38,277.09,293 Main St,Cash,Returned,TRK32954229,2,Referral,2024,4,April,6,Saturday,1
ORD201020,2024-04-22,C50211,Tablet,2,26.5,53.0,SAVE10,0.1,5.3,47.7,53.0,312 Main St,Online,Delivered,TRK47787981,3,Instagram,2024,4,April,22,Monday,0
ORD201021,2023-10-23,C74519,Phone,3,315.27,945.81,SAVE10,0.1,94.58,851.23,945.81,309 Main St,Credit Card,Cancelled,TRK97351945,4,Email,2023,10,October,23,Monday,0
ORD201022,2025-02-24,C19071,Tablet,3,450.98,1352.94,SAVE10,0.1,135.29,1217.65,1352.94,396 Main St,Credit Card,Shipped,TRK66537096,8,Referral,2025,2,February,24,Monday,0
ORD201023,2024-09-23,C65251,Laptop,5,233.67,1168.35,NO_COUPON,0.0,0.0,1168.35,1168.35,291 Main St,Cash,Shipped,TRK32059025,10,Referral,2024,9,September,23,Monday,0
ORD201024,2024-01-29,C90612,Chair,3,367.75,1103.25,FREESHIP,0.0,0.0,1103.25,1103.25,731 Main St,Cash,Pending,TRK93022878,7,Facebook,2024,1,January,29,Monday,0
ORD201025,2025-05-17,C28406,Chair,1,23.53,23.53,FREESHIP,0.0,0.0,23.53,23.53,174 Main St,Gift Card,Delivered,TRK98841457,2,Instagram,2025,5,May,17,Saturday,1
ORD201026,2023-05-01,C55454,Monitor,1,677.48,677.48,WINTER15,0.15,101.62,575.86,677.48,807 Main St,Online,Delivered,TRK13281370,1,Facebook,2023,5,May,1,Monday,0
ORD201027,2024-05-21,C93467,Laptop,4,554.83,2219.32,NO_COUPON,0.0,0.0,2219.32,2219.32,983 Main St,Cash,Returned,TRK77377373,6,Google,2024,5,May,21,Tuesday,0
ORD201028,2023-02-17,C60042,Desk,4,440.31,1761.24,NO_COUPON,0.0,0.0,1761.24,1761.24,610 Main St,Cash,Cancelled,TRK84651559,6,Instagram,2023,2,February,17,Friday,0
ORD201029,2025-03-01,C44733,Desk,1,87.06,87.06,FREESHIP,0.0,0.0,87.06,87.06,851 Main St,Credit Card,Shipped,TRK41500198,4,Email,2025,3,March,1,Saturday,1
ORD201030,2023-10-02,C61773,Phone,4,245.28,981.12,WINTER15,0.15,147.17,833.95,981.12,176 Main St,Credit Card,Delivered,TRK12936357,6,Email,2023,10,October,2,Monday,0
ORD201031,2023-02-28,C59183,Phone,5,664.51,3322.55,SAVE10,0.1,332.26,2990.29,3322.55,136 Main St,Debit Card,Pending,TRK18129706,8,Email,2023,2,February,28,Tuesday,0
ORD201032,2023-04-20,C26188,Chair,1,618.68,618.68,WINTER15,0.15,92.8,525.88,618.68,990 Main St,Online,Delivered,TRK61634201,6,Referral,2023,4,April,20,Thursday,0
